App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Smart Coloring Book,PHOTOGRAPHY,4.0,122,Varies with device,"5,000+",Free,0,Teen,Photography,"July 8, 2016",4.3.3,5.0 and up
Free Weather,SPORTS,3.6,2915,9.4M,"100,000+",Free,0,Everyone 10+,Sports,"June 18, 2016",Varies with device,5.0 and up
Smart Wallpapers 19,ART_AND_DESIGN,3.8,575,8.9M,"10,000+",Free,0,Everyone,Art & Design,"February 2, 2016",8.8.7,5.0 and up
Bright Launcher,COMMUNICATION,,6,22M,500+,Free,0,Teen,Communication,"October 26, 2016",2.12.8,4.1 and up
Happy Radio,MEDICAL,3.7,407,Varies with device,"10,000+",Free,0,Mature 17+,Medical,"September 7, 2017",4.12.8,4.0.3 and up
Fast Translator 10,MEDICAL,4.5,176,17M,"5,000+",Free,0,Everyone 10+,Medical,"June 30, 2015",5.18.5,5.0 and up
Cool Scanner 10,ART_AND_DESIGN,5.0,18033,29M,"500,000+",Free,0,Teen,Art & Design,"February 8, 2018",8.12.0,4.1 and up
Star Maps,GAME,3.8,4k,7.8M,"100,000+",Free,0,Teen,Action,"March 21, 2018",7.4.2,5.0 and up
Fast Weather,BOOKS_AND_REFERENCE,,2274,9.8M,"100,000+",Free,0,Everyone,Books & Reference,"September 22, 2016",1.5.7,Varies with device
Tiny Photo Editor,GAME,4.3,668,2.7M,"10,000+",Free,0,Everyone,Action,"August 1, 2018",2.18.9,Varies with device
Free Calendar,EDUCATION,4.7,2.5k,Varies with device,"100,000+",Free,0,Everyone,Education,"December 19, 2017",7.11.6,Varies with device
Tiny Wallpapers 16,MAPS_AND_NAVIGATION,4.4,733,Varies with device,"50,000+",Free,0,Everyone 10+,Maps & Navigation,"July 29, 2018",1.3.6,Varies with device
Simple Budget,ART_AND_DESIGN,4.8,69994,23M,"5,000,000+",Free,0,Everyone,Art & Design,"June 17, 2016",2.7.5,4.0.3 and up
Free Weather 10,PRODUCTIVITY,4.3,304,25M,"5,000+",Free,0,Everyone,Productivity,"October 11, 2016",1.11.2,4.1 and up
Star Workout 2,FINANCE,3.9,287799,15M,"10,000,000+",Free,0,Everyone,Finance,"May 30, 2018",5.5.6,5.0 and up
Quick Flashlight 2,GAME,4.3,4755,8.2M,"500,000+",Free,0,Everyone,Action,"March 13, 2018",7.12.2,Varies with device
Happy Messenger,TRAVEL_AND_LOCAL,4.1,13485,9.2M,"500,000+",Free,0,Teen,Travel & Local,"December 6, 2016",5.15.4,4.1 and up
Secure Launcher,TOOLS,4.2,521,8.2M,"5,000+",Free,0,Everyone,Tools,"August 9, 2017",6.15.7,4.1 and up
Daily Keyboard,BUSINESS,4.1,1447,12M,"100,000+",Free,0,Everyone,Business,"May 27, 2017",3.11.9,5.0 and up
Pocket Maps,HEALTH_AND_FITNESS,4.7,66,5.8M,"5,000+",Free,0,Teen,Health & Fitness,"December 19, 2017",Varies with device,5.0 and up
Daily Radio 18,EDUCATION,4.7,21,9.1M,"1,000+",Free,0,Everyone,Education,"October 3, 2017",3.12.4,Varies with device
Easy Workout,EDUCATION,4.3,554,914k,"10,000+",Free,0,Everyone,Education,"December 27, 2017",6.17.0,Varies with device
Fast VPN 17,FINANCE,3.7,117,12M,"5,000+",Paid,$4.99,Everyone,Finance,"September 14, 2017",6.14.8,4.4 and up
Magic Keyboard 15,FAMILY,3.6,169,Varies with device,"5,000+",Free,0,Everyone,Casual,"April 30, 2018",4.4.1,4.1 and up
Secure Photo Editor 13,TRAVEL_AND_LOCAL,3.9,791,Varies with device,"50,000+",Free,0,Everyone,Travel & Local,"July 7, 2018",5.8.4,4.1 and up
Mini Chess,EDUCATION,4.8,415,4.1M,"5,000+",Free,0,Everyone,Education,"June 20, 2017",8.19.2,Varies with device
Daily Launcher,SPORTS,4.0,4571,11M,"500,000+",Free,0,Everyone,Sports,"February 24, 2017",8.15.8,4.0.3 and up
Pro Maps,LIFESTYLE,4.1,7399,30M,"50,000+",Free,0,Everyone,Lifestyle,"December 18, 2016",8.18.4,4.0.3 and up
Pro Chess,MEDICAL,,1081,44M,"50,000+",Free,0,Everyone,Medical,"July 24, 2018",1.3.2,5.0 and up
Secure Workout 12,FINANCE,4.2,42,16M,"5,000+",Free,0,Everyone,Finance,"June 15, 2018",Varies with device,4.1 and up
Star Puzzle,BUSINESS,4.0,54,3.9M,"1,000+",Paid,$0.99,Everyone,Business,"February 22, 2017",Varies with device,5.0 and up
Pocket Dictionary,SHOPPING,4.1,641,93M,"50,000+",Free,0,Everyone,Shopping,"July 14, 2017",4.3.9,4.1 and up
Free Workout 12,PRODUCTIVITY,4.4,201,100M,"10,000+",Free,0,Everyone,Productivity,"February 26, 2018",3.17.7,4.0.3 and up
Quick Weather 18,FAMILY,4.7,8337,6.4M,"100,000+",Free,0,Everyone,Casual,"April 30, 2017",7.13.5,4.1 and up
Quick Wallpapers,HEALTH_AND_FITNESS,4.2,455,20M,"50,000+",Free,0,Everyone,Health & Fitness,"November 13, 2017",6.18.9,4.0.3 and up
Star Calendar 19,SOCIAL,3.8,30,4.3M,500+,Free,0,Everyone,Social,"May 17, 2018",4.10.1,5.0 and up
Bright Messenger 16,EDUCATION,5.0,5806,22M,"50,000+",Free,0,Everyone,Education,"January 29, 2017",3.14.8,4.0.3 and up
Tiny Recipes,COMMUNICATION,4.0,847,51M,"50,000+",Free,0,Teen,Communication,"July 20, 2018",7.13.5,4.0.3 and up
Happy Translator,SHOPPING,4.3,250710,3.4M,"5,000,000+",Free,0,Everyone,Shopping,"November 23, 2017",3.7.6,4.0.3 and up
Bright Workout 10,BOOKS_AND_REFERENCE,3.6,175,5.1M,"5,000+",Free,0,Everyone,Books & Reference,"April 29, 2016",2.15.0,4.0.3 and up
Cool Notes,MAPS_AND_NAVIGATION,2.9,19757,5.9M,"500,000+",Free,0,Mature 17+,Maps & Navigation,"August 8, 2016",1.14.9,4.4 and up
Cool Chess,SPORTS,3.9,3191,Varies with device,"50,000+",Free,0,Everyone,Sports,"February 11, 2018",2.7.0,5.0 and up
Free Weather,FINANCE,4.8,252,16M,"5,000+",Free,0,Everyone,Finance,"October 28, 2016",Varies with device,4.4 and up
Free Translator,BUSINESS,4.5,2048,13M,"50,000+",Free,0,Mature 17+,Business,"September 20, 2016",Varies with device,5.0 and up
Daily Weather 19,MEDICAL,3.5,619,1.3M,"10,000+",Free,0,Everyone,Medical,"February 6, 2018",1.13.9,5.0 and up
Tiny Launcher,BOOKS_AND_REFERENCE,4.9,248602,9.9M,"10,000,000+",Free,0,Everyone,Books & Reference,"March 19, 2017",4.10.2,4.0.3 and up
Easy Weather 14,TRAVEL_AND_LOCAL,4.0,178,312k,"5,000+",Free,0,Everyone,Travel & Local,"January 15, 2018",2.2.1,4.4 and up
Secure Music Player 12,GAME,3.7,229257,Varies with device,"10,000,000+",Free,0,Mature 17+,Action,"June 12, 2018",1.1.5,4.0.3 and up
Pro Radio 8,LIFESTYLE,4.6,28163,Varies with device,"500,000+",Free,0,Everyone,Lifestyle,"February 21, 2018",2.5.9,4.4 and up
Simple Weather 12,SHOPPING,4.6,2,21M,50+,Paid,$0.99,Everyone,Shopping,"August 28, 2016",6.11.0,4.0.3 and up
Magic Scanner,BUSINESS,4.0,19157,5.1M,"1,000,000+",Free,0,Everyone,Business,"June 25, 2015",Varies with device,4.1 and up
Mini Bible,HEALTH_AND_FITNESS,4.5,6390,Varies with device,"500,000+",Free,0,Teen,Health & Fitness,"January 29, 2017",1.1.3,5.0 and up
Ultimate Notes,MEDICAL,3.7,19839,Varies with device,"1,000,000+",Free,0,Everyone,Medical,"May 21, 2017",4.12.1,4.1 and up
Star Music Player,SPORTS,4.4,110391,13M,"5,000,000+",Free,0,Teen,Sports,"November 30, 2017",3.4.0,4.1 and up
Easy Maps,COMMUNICATION,4.7,10k,Varies with device,"500,000+",Free,0,Everyone,Communication,"May 1, 2016",3.8.7,Varies with device
Quick Maps 14,SPORTS,4.6,5.9M,4.1M,"100,000,000+",Free,0,Everyone,Sports,"October 20, 2017",2.0.0,4.0.3 and up
Free Budget,EDUCATION,5.0,3390,4.2M,"500,000+",Free,0,Everyone,Education,"March 1, 2017",1.11.9,4.4 and up
Mini VPN,FINANCE,4.8,191,11M,"5,000+",Free,0,Everyone,Finance,"June 6, 2018",3.9.4,Varies with device
Free Keyboard,FINANCE,4.7,233338,15M,"10,000,000+",Free,0,Everyone,Finance,"February 17, 2017",4.6.4,4.4 and up
Mini Scanner,TOOLS,4.4,1148,11M,"50,000+",Free,0,Everyone,Tools,"December 28, 2016",3.4.5,4.0.3 and up
Simple Messenger,PRODUCTIVITY,4.2,147,7.7M,"10,000+",Free,0,Teen,Productivity,"April 27, 2018",7.10.9,5.0 and up
Happy Bible,ART_AND_DESIGN,4.3,596,14M,"50,000+",Free,0,Everyone,Art & Design,"October 20, 2017",2.16.1,4.4 and up
Star Recipes,FAMILY,4.6,4729,21M,"50,000+",Paid,$9.99,Everyone,Casual,"March 22, 2018",1.2.2,Varies with device
Secure Notes 18,GAME,5.0,813,17M,"50,000+",Free,0,Everyone,Action,"December 29, 2017",6.9.3,Varies with device
Quick Keyboard 11,MEDICAL,4.1,1953,2.1M,"100,000+",Free,0,Everyone,Medical,,4.12.4,5.0 and up
Daily Bible 5,TOOLS,4.5,9553,989k,"500,000+",Free,0,Everyone,Tools,"May 26, 2017",1.1.9,Varies with device
Fast Music Player 17,ENTERTAINMENT,4.0,704,25M,"10,000+",Free,0,Everyone,Entertainment,"May 20, 2018",3.7.1,4.1 and up
Magic Launcher 14,SHOPPING,4.0,182,45M,"5,000+",Paid,$1.99,Everyone,Shopping,"January 15, 2018",1.18.9,4.1 and up
Quick Keyboard 2,MAPS_AND_NAVIGATION,4.1,12.0k,2.9M,"500,000+",Free,0,Everyone,Maps & Navigation,"June 30, 2017",3.2.6,5.0 and up
Secure Radio,SHOPPING,4.1,85,58M,"5,000+",Free,0,Everyone,Shopping,"March 25, 2017",2.0.5,Varies with device
Simple Chess 2,GAME,3.9,2,25M,100+,Free,0,Everyone,Action,"January 17, 2017",8.3.0,4.4 and up
Secure Wallpapers 19,TRAVEL_AND_LOCAL,4.1,2109,20M,"50,000+",Free,0,Teen,Travel & Local,"September 10, 2016",4.15.0,4.1 and up
Cool Keyboard,SOCIAL,4.0,40k,16M,"1,000,000+",Free,0,Everyone,Social,"May 3, 2017",8.19.8,Varies with device
Quick Photo Editor,LIFESTYLE,,2,9.1M,50+,Free,0,Teen,Lifestyle,"October 20, 2016",2.10.4,Varies with device
Happy Radio,PRODUCTIVITY,3.9,608,Varies with device,"50,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,4.1 and up
Cool Radio,MAPS_AND_NAVIGATION,3.9,2518,7.4M,"100,000+",Free,0,Everyone,Maps & Navigation,"July 25, 2018",3.9.1,4.4 and up
Super Launcher,HEALTH_AND_FITNESS,,35,6.8M,500+,Free,0,Everyone,Health & Fitness,"March 14, 2017",2.15.8,5.0 and up
Magic Scanner,BUSINESS,4.0,4727,33M,"500,000+",Free,0,Everyone,Business,"January 4, 2018",3.16.9,4.0.3 and up
Easy Bible 17,FAMILY,4.0,2397,Varies with device,"100,000+",Paid,$1.99,Everyone,Casual,"May 25, 2017",7.17.6,5.0 and up
Cool Diet Tracker,BUSINESS,4.0,252k,11M,"10,000,000+",Free,0,Everyone,Business,"April 17, 2018",4.12.1,4.1 and up
Easy Workout,FAMILY,4.7,184,14M,"5,000+",Free,0,Everyone,Casual,"June 27, 2018",6.6.0,4.1 and up
Bright Launcher,ENTERTAINMENT,4.0,17k,Varies with device,"500,000+",Free,0,Everyone,Entertainment,"April 6, 2018",4.12.5,4.4 and up
Bright Maps,MEDICAL,4.0,139,17M,"5,000+",Paid,$9.99,Everyone,Medical,"August 6, 2017",7.2.6,Varies with device
Simple Dictionary,EDUCATION,3.6,2.4k,26M,"100,000+",Free,0,Everyone,Education,"July 31, 2018",1.0.5,4.0.3 and up
Secure Flashlight,EDUCATION,4.7,108,Varies with device,"1,000+",Free,0,Everyone,Education,"May 13, 2017",4.7.8,4.4 and up
Cool Flashlight,ART_AND_DESIGN,4.6,24.3k,9.1M,"1,000,000+",Free,0,Everyone,Art & Design,"April 19, 2018",7.12.1,4.4 and up
Quick Music Player,SPORTS,4.5,546,57M,"5,000+",Free,0,Everyone,Sports,"March 27, 2018",8.7.5,5.0 and up
Smart Flashlight 13,BOOKS_AND_REFERENCE,3.7,2,8.9M,100+,Free,0,Everyone,Books & Reference,"June 6, 2017",4.19.0,4.4 and up
Quick Messenger 4,SPORTS,,10,5.5M,500+,Free,0,Everyone,Sports,"February 19, 2018",7.19.4,4.1 and up
Simple VPN,ART_AND_DESIGN,4.8,81,6.6M,"5,000+",Free,0,Everyone,Art & Design,"June 11, 2016",5.13.5,Varies with device
Pro Budget,ART_AND_DESIGN,4.5,64,1.6M,"5,000+",Free,0,Teen,Art & Design,"May 20, 2015",Varies with device,4.0.3 and up
Fast Music Player,SPORTS,3.9,3,16M,100+,Free,0,Everyone,Sports,"July 29, 2018",8.11.9,4.0.3 and up
Happy Weather 19,EDUCATION,4.1,529,7.2M,"10,000+",Free,0,Everyone,Education,"April 11, 2018",6.3.1,4.0.3 and up
Happy Launcher,TRAVEL_AND_LOCAL,3.9,360,19M,"10,000+",Free,0,Everyone,Travel & Local,"July 25, 2017",5.2.8,4.0.3 and up
Happy Coloring Book,MEDICAL,4.9,5.3M,991k,"50,000,000+",Free,0,Everyone,Medical,"November 6, 2015",Varies with device,4.4 and up
Quick Puzzle 5,GAME,4.1,14715,540k,"1,000,000+",Free,0,Everyone,Action,"July 23, 2018",1.8.0,4.0.3 and up
Quick Recipes,ENTERTAINMENT,4.4,5752,5.7M,"100,000+",Free,0,Everyone,Entertainment,"June 25, 2016",5.6.2,4.0.3 and up
Smart Flashlight 17,HEALTH_AND_FITNESS,4.3,180,Varies with device,"5,000+",Free,0,Everyone,Health & Fitness,"March 28, 2017",5.5.5,4.4 and up
Quick Maps,TOOLS,4.2,2648,12M,"100,000+",Free,0,Everyone,Tools,"November 16, 2017",5.16.5,4.1 and up
Happy Weather,ART_AND_DESIGN,3.2,177,20M,"5,000+",Free,0,Teen,Art & Design,"July 14, 2018",2.1.8,4.0.3 and up
Ultimate Keyboard,BUSINESS,3.3,991,4.9M,"50,000+",Free,0,Everyone,Business,"November 10, 2016",6.1.1,Varies with device
Simple Workout,PHOTOGRAPHY,4.4,11168,10M,"500,000+",Free,0,Everyone,Photography,"October 17, 2016",7.4.1,Varies with device
Tiny Notes 3,PRODUCTIVITY,4.7,4442,18M,"100,000+",Free,0,Everyone,Productivity,"June 2, 2018",4.2.2,4.1 and up
Happy Diet Tracker,BOOKS_AND_REFERENCE,3.4,2100,4.2M,"50,000+",Free,0,Everyone,Books & Reference,"July 25, 2018",2.19.0,Varies with device
Mini Weather,BOOKS_AND_REFERENCE,3.3,991,5.3M,"10,000+",Free,0,Everyone,Books & Reference,"May 28, 2015",4.5.6,4.4 and up
Secure Flashlight,FINANCE,4.0,18,4.8M,"1,000+",Paid,$2.99,Mature 17+,Finance,"March 6, 2017",3.9.4,Varies with device
Pocket Flashlight 18,HEALTH_AND_FITNESS,3.2,163,16M,"10,000+",Free,0,Teen,Health & Fitness,"February 12, 2018",5.11.6,Varies with device
Ultimate Coloring Book,BOOKS_AND_REFERENCE,4.8,615,7.8M,"50,000+",Free,0,Everyone 10+,Books & Reference,"December 25, 2017",6.11.6,5.0 and up
Fast Scanner,LIFESTYLE,3.1,3.0k,8.8M,"100,000+",Paid,$0.99,Everyone,Lifestyle,"August 19, 2017",7.18.4,Varies with device
Smart Workout,BOOKS_AND_REFERENCE,3.9,56,3.8M,"1,000+",Free,0,Everyone 10+,Books & Reference,"January 30, 2018",2.1.4,Varies with device
Ultimate Bible,FINANCE,4.7,2215,30M,"100,000+",Free,0,Teen,Finance,"October 25, 2016",6.0.7,5.0 and up
Quick Photo Editor 11,BUSINESS,4.5,2k,10M,"100,000+",Free,0,Mature 17+,Business,"October 14, 2015",7.4.6,4.4 and up
Magic Wallpapers 18,LIFESTYLE,4.7,45.2M,42M,"1,000,000,000+",Free,0,Everyone,Lifestyle,"October 25, 2017",7.15.6,4.1 and up
Super Dictionary,ART_AND_DESIGN,5.0,34,5.0M,"1,000+",Free,0,Everyone,Art & Design,"June 19, 2018",2.8.1,4.0.3 and up
Fast Wallpapers,SOCIAL,4.2,946,4.3M,"50,000+",Free,0,Everyone,Social,"January 23, 2017",1.6.7,Varies with device
Quick Budget,BOOKS_AND_REFERENCE,4.2,86,18M,"5,000+",Free,0,Everyone,Books & Reference,"July 14, 2017",8.8.4,4.0.3 and up
Cool Recipes 4,TRAVEL_AND_LOCAL,4.5,1k,Varies with device,"50,000+",Free,0,Everyone,Travel & Local,"February 1, 2018",8.0.4,Varies with device
Easy VPN,SOCIAL,4.6,709,Varies with device,"10,000+",Free,0,Everyone,Social,"January 5, 2018",1.19.6,4.1 and up
Free Launcher 4,ART_AND_DESIGN,4.3,240,31M,"5,000+",Free,0,Everyone,Art & Design,"April 19, 2018",1.11.3,4.1 and up
Star Wallpapers,ART_AND_DESIGN,4.3,841,9.9M,"50,000+",Free,0,Everyone,Art & Design,"August 2, 2017",8.1.6,5.0 and up
Easy Scanner 8,SPORTS,4.7,76,8.2M,"1,000+",Free,0,Everyone,Sports,"May 4, 2018",Varies with device,Varies with device
Daily Diet Tracker,SHOPPING,,9,12M,500+,Free,0,Everyone,Shopping,"June 29, 2018",6.12.1,5.0 and up
Ultimate Keyboard,HEALTH_AND_FITNESS,,10,14M,100+,Free,0,Everyone,Health & Fitness,"June 27, 2018",1.8.3,Varies with device
Bright Translator 8,COMMUNICATION,4.6,37674,2.6M,"5,000,000+",Free,0,Everyone,Communication,"January 30, 2017",5.10.2,4.0.3 and up
Easy Weather,FINANCE,,39,12M,"1,000+",Paid,$0.99,Everyone,Finance,"October 8, 2015",6.11.4,4.4 and up
Star Workout,COMMUNICATION,4.2,201,3.6M,"5,000+",Free,0,Everyone,Communication,"April 27, 2018",1.4.6,5.0 and up
Fast Wallpapers,BUSINESS,3.7,32.5k,74M,"5,000,000+",Free,0,Everyone 10+,Business,"January 11, 2018",Varies with device,Varies with device
Fast Coloring Book,TRAVEL_AND_LOCAL,4.3,139,46M,"5,000+",Free,0,Everyone,Travel & Local,"October 4, 2017",5.15.6,4.0.3 and up
Quick Scanner,PRODUCTIVITY,3.8,4k,4.0M,"100,000+",Free,0,Everyone,Productivity,"November 4, 2017",2.16.4,4.0.3 and up
Quick VPN,MAPS_AND_NAVIGATION,4.4,621,3.4M,"50,000+",Free,0,Everyone,Maps & Navigation,"December 9, 2016",8.16.8,4.1 and up
Super Messenger,BOOKS_AND_REFERENCE,3.4,3k,Varies with device,"100,000+",Free,0,Everyone,Books & Reference,"May 16, 2018",7.5.4,4.1 and up
Mini Calendar,LIFESTYLE,3.8,5175,25M,"500,000+",Free,0,Everyone,Lifestyle,"October 4, 2017",Varies with device,4.1 and up
Mini Bible,ENTERTAINMENT,4.6,409,65M,"50,000+",Free,0,Teen,Entertainment,"March 17, 2017",6.18.2,4.0.3 and up
Pocket Wallpapers,SPORTS,4.2,1273,32M,"50,000+",Paid,$9.99,Everyone,Sports,"July 27, 2018",4.16.1,Varies with device
Mini Scanner 11,LIFESTYLE,4.0,7.8k,13M,"500,000+",Free,0,Everyone,Lifestyle,"September 2, 2017",5.3.6,5.0 and up
Magic Chess,FAMILY,4.9,43863,8.9M,"5,000,000+",Free,0,Everyone,Casual,"March 24, 2016",1.14.3,4.1 and up
Pixel Puzzle 14,SHOPPING,3.3,317222,3.2M,"50,000,000+",Free,0,Everyone,Shopping,"May 7, 2018",Varies with device,5.0 and up
Happy Scanner,PHOTOGRAPHY,3.4,1644,31M,"50,000+",Free,0,Everyone,Photography,"July 15, 2018",7.18.1,4.4 and up
Mini Music Player 16,COMMUNICATION,4.4,50658,13M,"5,000,000+",Free,0,Everyone,Communication,"January 17, 2018",2.6.2,4.4 and up
Easy Scanner,FAMILY,4.7,815,25M,"10,000+",Free,0,Teen,Casual,"November 16, 2016",5.5.8,4.1 and up
Secure VPN 13,FAMILY,4.1,1.7k,11M,"100,000+",Paid,$1.99,Teen,Casual,"October 29, 2017",7.11.9,4.0.3 and up
Quick Scanner 11,ART_AND_DESIGN,4.1,30,8.5M,"1,000+",Free,0,Everyone,Art & Design,"June 4, 2018",Varies with device,4.1 and up
Secure Scanner,LIFESTYLE,4.3,649,25M,"10,000+",Free,0,Mature 17+,Lifestyle,"March 12, 2018",1.0.5,4.4 and up
Pocket Radio,FINANCE,4.0,997,53M,"50,000+",Free,0,Everyone,Finance,"June 5, 2018",1.6.2,5.0 and up
Super Scanner,ART_AND_DESIGN,4.5,7,9.3M,500+,Free,0,Teen,Art & Design,"September 13, 2017",2.0.9,4.4 and up
Star Radio,SOCIAL,5.0,868,Varies with device,"10,000+",Paid,$9.99,Everyone,Social,"May 10, 2017",3.13.5,Varies with device
Smart VPN 6,SHOPPING,4.7,3783,6.2M,"100,000+",Free,0,Everyone,Shopping,"March 27, 2018",8.17.9,4.1 and up
Happy Coloring Book,ART_AND_DESIGN,4.2,49844,5.0M,"500,000+",Free,0,Everyone,Art & Design,"July 13, 2018",3.13.0,Varies with device
Easy Scanner,SPORTS,3.9,2.4k,Varies with device,"100,000+",Paid,$1.99,Everyone,Sports,"January 31, 2018",7.3.8,4.0.3 and up
Secure Music Player,EDUCATION,,398,3.0M,"50,000+",Free,0,Teen,Education,"April 8, 2018",5.6.5,4.1 and up
Pocket Notes,GAME,5.0,69.7k,Varies with device,"5,000,000+",Free,0,Mature 17+,Action,"July 31, 2018",1.14.7,Varies with device
Fast Photo Editor,BOOKS_AND_REFERENCE,4.2,3599,7.3M,"500,000+",Free,0,Everyone,Books & Reference,"January 1, 2018",Varies with device,4.0.3 and up
Pro Calendar,FINANCE,3.9,3282,844k,"500,000+",Free,0,Everyone,Finance,"May 14, 2018",4.8.9,4.1 and up
Quick Flashlight 13,FAMILY,4.5,4k,Varies with device,"500,000+",Free,0,Everyone,Casual,"June 23, 2018",2.19.7,4.1 and up
Tiny Recipes,PHOTOGRAPHY,4.0,6k,4.3M,"500,000+",Paid,$0.99,Mature 17+,Photography,"October 27, 2017",4.5.4,4.0.3 and up
Pro Recipes,COMMUNICATION,4.5,280,4.6M,"5,000+",Free,0,Teen,Communication,"June 10, 2017",7.14.6,4.1 and up
Ultimate Keyboard,SPORTS,4.7,2.7M,14M,"50,000,000+",Free,0,Teen,Sports,"July 6, 2018",2.3.2,4.1 and up
Daily Keyboard 15,COMMUNICATION,4.1,1835,31M,"50,000+",Free,0,Everyone,Communication,"June 26, 2018",3.9.0,4.4 and up
Pocket VPN 13,HEALTH_AND_FITNESS,3.7,1427,7.7M,"50,000+",Free,0,Everyone,Health & Fitness,"March 30, 2017",8.9.8,5.0 and up
Cool Maps 10,COMMUNICATION,4.4,5k,Varies with device,"50,000+",Free,0,Everyone,Communication,"January 24, 2017",7.6.3,4.4 and up
Secure Radio,TRAVEL_AND_LOCAL,3.7,184084,22M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 1, 2018",7.18.7,4.4 and up
Pocket Launcher 11,SHOPPING,4.3,78k,18M,"5,000,000+",Free,0,Everyone,Shopping,"February 24, 2018",1.7.0,5.0 and up
Daily Flashlight 8,LIFESTYLE,4.1,580,7.1M,"10,000+",Free,0,Everyone,Lifestyle,"April 10, 2017",4.3.4,Varies with device
Fast Workout,TOOLS,,4,23M,500+,Free,0,Everyone,Tools,"June 8, 2018",7.15.3,5.0 and up
Mini Dictionary,MEDICAL,3.6,66573,42M,"5,000,000+",Free,0,Teen,Medical,"January 28, 2018",6.13.3,5.0 and up
Pro Maps,LIFESTYLE,3.8,25370,30M,"500,000+",Paid,$2.99,Teen,Lifestyle,"December 8, 2017",8.8.4,4.0.3 and up
Quick Scanner,MAPS_AND_NAVIGATION,4.2,6258,Varies with device,"500,000+",Free,0,Everyone,Maps & Navigation,"September 7, 2015",Varies with device,4.1 and up
Simple Wallpapers,SPORTS,3.4,36430,58M,"5,000,000+",Free,0,Everyone,Sports,"May 14, 2017",4.11.6,4.1 and up
Easy Weather 17,ENTERTAINMENT,4.0,130,Varies with device,"5,000+",Free,0,Teen,Entertainment,"June 16, 2018",7.17.9,5.0 and up
Mini Chess,FAMILY,3.7,183,9.7M,"10,000+",Free,0,Everyone,Casual,"December 16, 2016",2.13.6,5.0 and up
Secure Translator,PRODUCTIVITY,,28,Varies with device,500+,Paid,$1.99,Everyone,Productivity,"January 11, 2016",8.9.9,Varies with device
Happy Keyboard,GAME,4.4,621,Varies with device,"5,000+",Free,0,Everyone 10+,Action,"October 8, 2017",8.8.7,5.0 and up
Pixel Dictionary 9,ART_AND_DESIGN,3.7,966,Varies with device,"10,000+",Free,0,Everyone,Art & Design,"July 27, 2018",3.16.4,4.4 and up
Pixel Weather 14,MAPS_AND_NAVIGATION,3.9,110,37M,"5,000+",Free,0,Everyone,Maps & Navigation,"February 27, 2018",3.6.3,4.0.3 and up
Pixel Recipes 5,TRAVEL_AND_LOCAL,4.2,58.5k,13M,"5,000,000+",Free,0,Everyone,Travel & Local,"June 3, 2016",2.15.2,4.1 and up
Free Coloring Book 15,MAPS_AND_NAVIGATION,4.4,2k,51M,"50,000+",Free,0,Everyone,Maps & Navigation,"November 19, 2017",Varies with device,4.1 and up
Star Bible 3,PRODUCTIVITY,4.4,194,271k,"5,000+",Free,0,Everyone,Productivity,"February 16, 2018",4.8.4,Varies with device
Happy Flashlight,PRODUCTIVITY,4.1,63,17M,"5,000+",Free,0,Everyone,Productivity,"June 7, 2017",2.3.8,Varies with device
Super Dictionary,ART_AND_DESIGN,4.0,59,477k,"5,000+",Paid,$0.99,Everyone,Art & Design,"April 16, 2014",7.15.3,4.4 and up
Ultimate Radio,PRODUCTIVITY,,57,35M,"5,000+",Free,0,Everyone,Productivity,"February 18, 2017",Varies with device,4.1 and up
Super Diet Tracker 2,EDUCATION,4.6,25,5.4M,"1,000+",Free,0,Everyone,Education,"August 16, 2017",3.15.6,5.0 and up
Smart Messenger 11,FAMILY,3.9,180,90M,"5,000+",Free,0,Everyone,Casual,"January 18, 2017",3.5.5,4.4 and up
Simple Puzzle,FINANCE,,3,6.6M,100+,Free,0,Everyone,Finance,"October 20, 2017",4.15.3,4.1 and up
Fast Radio,MAPS_AND_NAVIGATION,4.6,3827,42M,"100,000+",Free,0,Everyone,Maps & Navigation,"March 14, 2018",2.5.9,4.4 and up
Mini Weather,EDUCATION,3.4,1087,32M,"10,000+",Free,0,Everyone,Education,"March 21, 2018",3.12.9,4.0.3 and up
Smart Chess,ENTERTAINMENT,3.8,1347,52M,"100,000+",Free,0,Everyone,Entertainment,"January 25, 2018",3.0.3,4.0.3 and up
Pocket Notes,BUSINESS,4.5,982,43M,"50,000+",Free,0,Everyone,Business,"June 5, 2018",1.11.9,5.0 and up
Tiny VPN 19,HEALTH_AND_FITNESS,4.2,29682,876k,"500,000+",Free,0,Mature 17+,Health & Fitness,"May 1, 2018",4.11.7,5.0 and up
Magic Radio,PRODUCTIVITY,4.6,1,Varies with device,10+,Free,0,Everyone,Productivity,"July 26, 2017",6.19.7,4.0.3 and up
Bright Budget,COMMUNICATION,4.2,44,81M,"1,000+",Free,0,Everyone,Communication,"May 11, 2017",2.5.8,5.0 and up
Fast Recipes,MEDICAL,4.4,8.4k,10M,"500,000+",Free,0,Everyone,Medical,"November 28, 2017",3.16.3,4.4 and up
Simple Workout,PHOTOGRAPHY,4.5,4785,43M,"500,000+",Free,0,Everyone,Photography,"June 22, 2016",3.5.7,Varies with device
